entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,240归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,野性攻击强度,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
100546,风暴领主利爪,武器,敏捷输出,2,13,21,主手武器,240,敏捷+45；耐力+49,命中等级+37；暴击等级+32；攻击强度+88,命中等级+34；暴击等级+31；攻击强度+93,命中等级×0.9189；暴击等级×0.9688；攻击强度×1.0568,5,263,251,1.0040,1,蓝色,,0,408.60-613.86,2700,189.34,,,,45449,切碎者,245,2,13,21,无,,34346,复仇,48038,4,154,70,
100547,余烬拳套,武器,敏捷输出,2,13,22,副手武器,240,敏捷+52；耐力+42,暴击等级+38；急速等级+36；攻击强度+89,暴击等级+36；急速等级+33；攻击强度+93,暴击等级×0.9474；急速等级×0.9167；攻击强度×1.0449,5,303,257,0.9961,0,,,0,393.87-591.69,2600,189.53,,,,51801,普尤斯，抗争之拳,258,2,13,21,无,,35037,野蛮角斗士的左拳套,49139,4,154,70,
100548,星陨镇渊拳刃,武器,敏捷输出,2,13,22,副手武器,240,敏捷+54；耐力+42,护甲穿透等级+30；暴击等级+37；攻击强度+71,护甲穿透等级+33；暴击等级+39；攻击强度+66,护甲穿透等级×1.1000；暴击等级×1.0541；攻击强度×0.9296,5,245,234,1.0000,2,黄色,蓝色,0,394.14-591.69,2600,189.58,,,,48712,碎脊之拳,245,2,13,21,无,,35076,野蛮角斗士的右拳刃,49145,4,154,70,
100549,峥嵘铁拳,武器,敏捷输出,2,13,22,副手武器,240,敏捷+58；耐力+55,攻击强度+84；暴击等级+27；命中等级+37,攻击强度+80；暴击等级+28；命中等级+35,攻击强度×0.9524；暴击等级×1.0370；命中等级×0.9459,5,242,261,0.9808,2,蓝色,红色,0,394.69-592.04,2600,189.76,,,,50315,七指之爪,232,2,13,21,无,,33705,复仇角斗士的左拳刃,46967,4,146,70,
100550,暮光审判官尖刺,武器,敏捷输出,2,15,21,主手武器,240,敏捷+48；耐力+55,攻击强度+81；暴击等级+29；急速等级+24,攻击强度+79；暴击等级+31；急速等级+24,攻击强度×0.9753；暴击等级×1.0690；急速等级×1.0000,5,234,237,1.0000,0,,,0,273.01-410.02,1800,189.73,,,,45607,湮灭之牙,239,2,15,13,无,,30312,无尽之刃,41872,5,175,70,
100551,缚霜者之刺刀,武器,敏捷输出,2,15,21,主手武器,240,敏捷+49；耐力+36,暴击等级+39；护甲穿透等级+35；攻击强度+72,暴击等级+42；护甲穿透等级+33；攻击强度+76,暴击等级×1.0769；护甲穿透等级×0.9429；攻击强度×1.0556,5,241,231,1.0216,2,黄色,蓝色,0,272.72-409.56,1800,189.52,,,,48025,天罚,245,2,15,13,无,,17142,污染者碎片,29097,5,70,60,
100552,燃烬者尖刺,武器,敏捷输出,2,15,21,主手武器,240,敏捷+61；耐力+43,命中等级+33；攻击强度+80；暴击等级+40,命中等级+32；攻击强度+87；暴击等级+39,命中等级×0.9697；攻击强度×1.0875；暴击等级×0.9750,5,211,257,1.0195,0,,,0,274.52-412.36,1800,190.80,,,,49682,黑骑士的挽歌之刃,219,2,15,13,无,,34329,天启,48026,4,164,70,
100553,远征军之尖刺,武器,法系输出,2,15,21,主手武器,240,耐力+58；智力+53,法术强度+592；急速等级+52；暴击等级+31,法术强度+628；急速等级+56；暴击等级+28,法术强度×1.0608；急速等级×1.0769；暴击等级×0.9032,5,772,786,1.0471,1,黄色,,0,100.67-307.11,1800,113.27,,,,45527,灵魂之痕,238,2,15,21,无,,34336,日灸,48031,4,164,70,
100554,紫电短刃,武器,法系输出,2,15,21,主手武器,240,耐力+40；智力+55,法术强度+597；暴击等级+42；命中等级+55,法术强度+622；暴击等级+40；命中等级+53,法术强度×1.0419；暴击等级×0.9524；命中等级×0.9636,5,870,789,1.0266,2,蓝色,红色,0,93.92-296.36,1800,108.41,,,,51788,考达拉寒风匕首,251,2,15,21,无,,34165,卡雷苟斯之牙,49970,4,154,70,
100555,寒霜短刃,武器,法系输出,2,15,21,主手武器,240,耐力+40；智力+56；精神+43,法术强度+592；命中等级+39,法术强度+538；命中等级+42,法术强度×0.9088；命中等级×1.0769,5,764,770,0.9338,2,红色,黄色,0,94.79-300.51,1800,109.81,,,,45620,星辰碎片之刃,239,2,15,21,无,,34197,放血剃刀,49971,4,154,70,
100556,万法王之短刃,武器,治疗,2,15,21,主手武器,240,耐力+41；智力+56；精神+57,暴击等级+43；法术强度+586,暴击等级+47；法术强度+540,暴击等级×1.0930；法术强度×0.9215,5,685,783,0.9464,0,,,0,102.07-310.73,1800,114.67,,,,45685,等离子薄片,225,2,15,21,无,,35058,野蛮角斗士的切割者,49141,4,154,70,
100557,秘银之利刃,武器,治疗,2,15,21,主手武器,240,耐力+40；智力+43；精神+42,急速等级+63；法术强度+586,急速等级+62；法术强度+567,急速等级×0.9841；法术强度×0.9676,5,679,774,0.9742,1,黄色,,0,102.07-310.73,1800,114.67,,,,45332,风暴之刺,225,2,15,21,无,,35102,野蛮角斗士的法术之刃,49147,4,154,70,
100558,山岳尖刺,武器,治疗,2,15,21,主手武器,240,智力+55；耐力+38,暴击等级+44；法术强度+595；每5秒法力回复+28,暴击等级+44；法术强度+563；每5秒法力回复+27,暴击等级×1.0000；法术强度×0.9462；每5秒法力回复×0.9643,5,794,760,0.9566,0,,,0,77.67-248.36,1500,108.68,,,,49494,砺亮的秘法之牙,245,2,15,21,无,,32471,埃辛诺斯碎片,45487,4,151,70,
100559,掠影短刃,武器,敏捷输出,2,15,22,副手武器,240,敏捷+56；耐力+48,攻击强度+64；急速等级+37；暴击等级+28,攻击强度+68；急速等级+39；暴击等级+29,攻击强度×1.0625；急速等级×1.0541；暴击等级×1.0357,5,232,233,1.0300,2,红色,黄色,0,185.37-345.55,1400,189.61,,,,45484,扭曲之刃,239,2,15,13,无,,33754,复仇角斗士的军刺,47733,4,146,70,
100560,刀锋山刺刀,武器,敏捷输出,2,15,22,副手武器,240,敏捷+49；耐力+36,暴击等级+39；护甲穿透等级+35；攻击强度+72,暴击等级+42；护甲穿透等级+37；攻击强度+75,暴击等级×1.0769；护甲穿透等级×1.0571；攻击强度×1.0417,5,241,231,1.0346,0,,,0,272.72-409.56,1800,189.52,,,,47953,冰瀑匕首,245,2,15,13,无,,33763,复仇角斗士的法术之刃,46973,4,146,70,
100561,星语者短刃,武器,敏捷输出,2,15,22,副手武器,240,敏捷+61；耐力+43,命中等级+33；攻击强度+80；暴击等级+40,命中等级+30；攻击强度+72；暴击等级+42,命中等级×0.9091；攻击强度×0.9000；暴击等级×1.0500,5,211,257,0.9650,2,蓝色,红色,0,274.52-412.36,1800,190.80,,,,49682,黑骑士的挽歌之刃,219,2,15,13,无,,34894,锯刃,48888,4,146,70,
100562,黑暗神殿之标枪,武器,敏捷输出,2,16,25,投掷武器,240,敏捷+42；耐力+36,攻击强度+57；暴击等级+28；急速等级+25,攻击强度+62；暴击等级+26；急速等级+25,攻击强度×1.0877；暴击等级×0.9286；急速等级×1.0000,5,174,188,1.0160,2,红色,黄色,0,354.97-532.99,1800,246.66,,,,50169,老爹的最新款飞刀,232,2,16,25,无,,34349,死亡飞刀,48035,4,154,70,
100563,穿云标枪,武器,敏捷输出,2,16,25,投掷武器,240,敏捷+40；耐力+41,攻击强度+55；精准等级+27；护甲穿透等级+27,攻击强度+52；精准等级+29；护甲穿透等级+28,攻击强度×0.9455；精准等级×1.0741；护甲穿透等级×1.0370,5,199,190,1.0000,1,黄色,,0,354.92-532.38,1800,246.47,,,,47659,血色之星,245,2,16,25,无,,35108,野蛮角斗士的战刃,38679,4,154,70,
100564,森罗回响飞斧,武器,敏捷输出,2,16,25,投掷武器,240,敏捷+39；耐力+37,攻击强度+60；暴击等级+28；命中等级+25,攻击强度+59；暴击等级+29；命中等级+23,攻击强度×0.9833；暴击等级×1.0357；命中等级×0.9200,5,209,189,0.9894,0,,,0,354.61-532.83,1800,246.51,,,,50999,格拉斯的玩具刀,251,2,16,25,无,,32326,萨拉克的扭曲飞刀,45738,4,141,70,
100565,镇渊重弩,武器,敏捷输出,2,18,26,远程武器,240,敏捷+33；耐力+41,攻击强度+55；暴击等级+29；急速等级+17,攻击强度+57；暴击等级+28；急速等级+16,攻击强度×1.0364；暴击等级×0.9655；急速等级×0.9412,5,183,175,1.0000,0,,,0,485.60-680.98,2900,201.13,,,,48052,暗喉之弩,245,2,18,26,无,,35018,野蛮角斗士的重弩,49138,4,154,70,
100566,守护弩炮,武器,敏捷输出,2,18,26,远程武器,240,敏捷+38；耐力+35,攻击强度+61；暴击等级+27；护甲穿透等级+28,攻击强度+59；暴击等级+28；护甲穿透等级+28,攻击强度×0.9672；暴击等级×1.0370；护甲穿透等级×1.0000,5,223,189,0.9947,2,黄色,蓝色,0,499.20-694.25,3000,198.91,,,,51802,风行者的穿心弩,258,2,18,26,无,,33006,复仇角斗士的重弩,46964,4,146,70,
100567,霜痕·重弩,武器,敏捷输出,2,18,26,远程武器,240,敏捷+41；耐力+40,攻击强度+58；暴击等级+28；命中等级+23,攻击强度+56；暴击等级+26；命中等级+23,攻击强度×0.9655；暴击等级×0.9286；命中等级×1.0000,5,189,190,0.9789,1,蓝色,,0,470.96-663.99,2800,202.67,,,,45570,天铸之弩,239,2,18,26,无,,34892,无情打击之弩,49114,4,146,70,
100568,涅槃镇压重弩,武器,敏捷输出,2,18,26,远程武器,240,敏捷+40；耐力+41,攻击强度+55；急速等级+27；护甲穿透等级+27,攻击强度+58；急速等级+26；护甲穿透等级+25,攻击强度×1.0545；急速等级×0.9630；护甲穿透等级×0.9259,5,199,190,1.0000,1,红色,,0,469.48-658.22,2800,201.38,,,,47267,亡颅强弩,245,2,18,26,无,,32253,军团杀手,45491,4,141,70,
100569,守望者之星珠,武器,法系输出,2,19,26,远程武器,240,耐力+38；智力+28,暴击等级+30；急速等级+23；法术强度+48,暴击等级+27；急速等级+24；法术强度+48,暴击等级×0.9000；急速等级×1.0435；法术强度×1.0000,5,174,167,0.9880,0,,,0,438.15-814.67,1800,348.01,,,,47995,灵魂囚禁节杖,245,2,19,26,无,,34347,魔魂手杖,48040,4,154,70,
100570,天启者之咒珠,武器,法系输出,2,19,26,远程武器,240,耐力+36；智力+29,暴击等级+24；命中等级+29；法术强度+47,暴击等级+26；命中等级+27；法术强度+48,暴击等级×1.0833；命中等级×0.9310；法术强度×1.0213,5,153,165,1.0061,1,蓝色,,0,513.06-953.89,2100,349.27,,,,50291,碎魂者,232,2,19,26,无,,34348,净化光芒魔杖,48042,4,154,70,
100571,新月断空灵珠,武器,法系输出,2,19,26,远程武器,240,耐力+36；智力+27；精神+25,法术强度+48；命中等级+30,法术强度+44；命中等级+27,法术强度×0.9167；命中等级×0.9000,5,162,166,0.9578,1,红色,,0,420.30-780.70,1800,333.61,,,,45257,石英水晶魔杖,238,2,19,26,无,,34985,野蛮角斗士的光明法杖,46606,4,154,70,
100572,紫电之咒珠,武器,法系输出,2,19,26,远程武器,240,耐力+31；智力+30；精神+27,法术强度+48；命中等级+27,法术强度+51；命中等级+26,法术强度×1.0625；命中等级×0.9630,5,170,163,1.0123,1,黄色,,0,438.15-814.67,1800,348.01,,,,47658,硫磺燃杖,245,2,19,26,无,,32343,棱光聚焦魔杖,45357,4,141,70,
100573,冻结咒珠,武器,治疗,2,19,26,远程武器,240,耐力+42；智力+28；精神+27,法术强度+48；暴击等级+25,法术强度+51；暴击等级+23,法术强度×1.0625；暴击等级×0.9200,5,166,170,1.0059,1,蓝色,,0,467.00-868.00,2000,333.75,,,,45170,创世权杖,238,2,19,26,无,,32363,纳鲁生命魔杖,41668,4,141,70,
100574,生命星珠,武器,治疗,2,19,26,远程武器,240,耐力+37；智力+30；精神+27,法术强度+47；急速等级+26,法术强度+50；急速等级+27,法术强度×1.0638；急速等级×1.0385,5,137,167,1.0240,1,黄色,,0,442.92-822.57,1800,351.52,,,,49852,棺钉,219,2,19,26,无,,29982,遗忘之星,42181,4,134,70,
100575,救赎灵珠,武器,治疗,2,19,26,远程武器,240,耐力+39；智力+28；精神+30,暴击等级+22；法术强度+48,暴击等级+20；法术强度+52,暴击等级×0.9091；法术强度×1.0833,5,185,167,1.0120,2,红色,蓝色,0,534.71-993.95,2200,347.42,,,,51553,兰娜瑟尔的染血之指,251,2,19,26,无,,33192,雕刻过的巫医之杖,48216,4,132,70,
100576,寒冰皇冠法珠,武器,治疗,2,19,26,远程武器,240,耐力+37；智力+30；精神+27,法术强度+47；急速等级+26,法术强度+47；急速等级+28,法术强度×1.0000；急速等级×1.0769,5,137,167,1.0120,2,蓝色,黄色,0,442.92-822.57,1800,351.52,,,,49852,棺钉,219,2,19,26,无,,32482,Touch of Victory,41367,4,130,70,
100577,迅影巨锤,武器,猫德,2,5,17,双手武器,240,敏捷+124；耐力+130,攻击强度+178；暴击等级+93；精准等级+76,攻击强度+175；暴击等级+96；精准等级+73,攻击强度×0.9831；暴击等级×1.0323；精准等级×0.9605,5,666,601,0.9950,2,红色,黄色,0,629.45-944.17,3200,245.88,2675,,,50052,圣光之塔,251,2,5,17,无,,28442,风暴使者,39584,4,136,70,
100578,疾影重锤,武器,猫德,2,5,17,双手武器,240,敏捷+124；耐力+130,攻击强度+178；暴击等级+93；精准等级+76,攻击强度+163；暴击等级+97；精准等级+76,攻击强度×0.9157；暴击等级×1.0430；精准等级×1.0000,5,666,601,0.9817,1,黄色,,0,629.45-944.17,3200,245.88,2675,,,50052,圣光之塔,251,2,5,17,无,,31959,残酷角斗士的碾骨锤,41558,4,136,70,
100579,屠龙者之长矛,武器,猫德,2,6,17,双手武器,240,敏捷+117；耐力+129,攻击强度+157；暴击等级+86；急速等级+75,攻击强度+162；暴击等级+86；急速等级+75,攻击强度×1.0318；暴击等级×1.0000；急速等级×1.0000,5,708,564,1.0089,0,,,0,668.15-1003.48,3400,245.83,2674,,,50178,血瀑,264,2,6,17,无,,32184,Chancellor's Painsaw,42086,4,105,70,
100580,泰坦监护者长枪,武器,猫德,2,6,17,双手武器,240,耐力+99；敏捷+125,攻击强度+193；暴击等级+71；命中等级+91,攻击强度+190；暴击等级+71；命中等级+97,攻击强度×0.9845；暴击等级×1.0000；命中等级×1.0659,5,537,579,1.0052,1,黄色,,0,671.38-1008.13,3400,246.99,2690,,,50296,逆戟鲸猎叉,232,2,6,17,无,,30830,流放部族之戟,42906,4,100,70,
100581,疾影长矛,武器,猫德,2,6,17,双手武器,240,敏捷+120；耐力+130,攻击强度+160；暴击等级+86；护甲穿透等级+86,攻击强度+172；暴击等级+89；护甲穿透等级+92,攻击强度×1.0750；暴击等级×1.0349；护甲穿透等级×1.0698,5,609,582,1.0361,2,蓝色,红色,0,688.49-1034.18,3500,246.10,2678,,,47329,恶徒长戟,245,2,6,17,无,,23039,蛛魔之眼,35259,4,83,60,
100582,生长降世秘杖,武器,猫德,2,10,17,双手武器,240,敏捷+105；耐力+110,攻击强度+184；暴击等级+86；急速等级+88,攻击强度+176；暴击等级+84；急速等级+91,攻击强度×0.9565；暴击等级×0.9767；急速等级×1.0341,5,716,573,0.9878,1,红色,,0,471.30-708.19,2400,245.73,2673,,,50040,天涯,264,2,10,17,无,,35103,野蛮角斗士的法杖,49148,4,154,70,
100583,新月·手杖,武器,猫德,2,10,17,双手武器,240,敏捷+117；耐力+116,攻击强度+189；暴击等级+86；命中等级+79,攻击强度+206；暴击等级+89；命中等级+86,攻击强度×1.0899；暴击等级×1.0349；命中等级×1.0886,5,652,587,1.0460,1,黄色,,0,472.09-708.59,2400,245.97,2676,,,50998,冰河之柱,251,2,10,17,无,,30908,阿古斯的使徒,45205,4,151,70,
100584,天火之秘杖,武器,猫德,2,10,17,双手武器,240,敏捷+97；耐力+117,攻击强度+199；暴击等级+81；护甲穿透等级+75,攻击强度+203；暴击等级+78；护甲穿透等级+74,攻击强度×1.0201；暴击等级×0.9630；护甲穿透等级×0.9867,5,755,569,1.0000,1,蓝色,,0,472.33-708.90,2400,246.09,2678,,,51945,受污染的嫩枝，诺达希尔,271,2,10,17,无,,32374,扎尔杜姆，吞噬者的法杖,45161,4,151,70,
100585,暮光之巨锤,武器,熊T,2,5,17,双手武器,240,敏捷+124；耐力+130,攻击强度+178；暴击等级+93；精准等级+76,攻击强度+170；暴击等级+99；精准等级+77,攻击强度×0.9551；暴击等级×1.0645；精准等级×1.0132,5,666,601,0.9983,1,蓝色,,0,629.45-944.17,3200,245.88,2675,,,50052,圣光之塔,251,2,5,17,无,,28800,纳鲁之锤,43531,4,125,70,
100586,奥妮克希亚破甲锤,武器,熊T,2,5,17,双手武器,240,敏捷+124；耐力+130,攻击强度+178；暴击等级+93；精准等级+76,攻击强度+180；暴击等级+84；精准等级+79,攻击强度×1.0112；暴击等级×0.9032；精准等级×1.0395,5,666,601,0.9933,0,,,0,629.45-944.17,3200,245.88,2675,,,50052,圣光之塔,251,2,5,17,无,,28441,惊雷,39583,4,123,70,
100587,烈焰之长矛,武器,熊T,2,6,17,双手武器,240,敏捷+114；耐力+130,攻击强度+165；命中等级+65；急速等级+86,攻击强度+165；命中等级+63；急速等级+87,攻击强度×1.0000；命中等级×0.9692；急速等级×1.0116,5,554,560,0.9982,0,,,0,690.20-1035.80,3500,246.57,2685,,,45533,堕落黑暗之刃,239,2,6,17,无,,18869,大元帅的长刀,31761,4,78,60,
100588,守护者之长枪,武器,熊T,2,6,17,双手武器,240,耐力+99；敏捷+125,攻击强度+193；暴击等级+71；命中等级+91,攻击强度+201；暴击等级+73；命中等级+85,攻击强度×1.0415；暴击等级×1.0282；命中等级×0.9341,5,537,579,1.0069,1,红色,,0,671.38-1008.13,3400,246.99,2690,,,50296,逆戟鲸猎叉,232,2,6,17,无,,18871,高阶督军的赶猪棒,31766,4,78,60,
100589,星陨焚烧战戟,武器,熊T,2,6,17,双手武器,240,敏捷+83；耐力+172,精准等级+68；攻击强度+184；急速等级+60,精准等级+64；攻击强度+170；急速等级+54,精准等级×0.9412；攻击强度×0.9239；急速等级×0.9000,5,593,567,0.9577,0,,,0,610.49-915.74,3100,246.17,2679,,,49497,强化的雷霆之击,245,2,6,17,无,,21635,沙漠掠夺者之刺,34250,4,77,60,
100590,镇魂使之法杖,武器,熊T,2,10,17,双手武器,240,敏捷+98；耐力+141,攻击强度+215；暴击等级+79；命中等级+61,攻击强度+234；暴击等级+83；命中等级+60,攻击强度×1.0884；暴击等级×1.0506；命中等级×0.9836,5,552,594,1.0370,0,,,0,553.46-830.73,2800,247.18,2693,,,46033,苦痛之地,232,2,10,17,无,,33716,复仇角斗士的法杖,47744,4,146,70,
100591,失落·神杖,武器,熊T,2,10,17,双手武器,240,敏捷+131；耐力+130,攻击强度+171；命中等级+75；暴击等级+93,攻击强度+174；命中等级+70；暴击等级+89,攻击强度×1.0175；命中等级×0.9333；暴击等级×0.9570,5,589,600,0.9900,1,红色,,0,473.10-710.66,2400,246.62,2685,,,45256,扭曲的面容,238,2,10,17,无,,33766,复仇角斗士的作战法杖,47743,4,146,70,
100592,星海·神杖,武器,熊T,2,10,17,双手武器,240,敏捷+105；耐力+117,攻击强度+196；暴击等级+86；命中等级+72,攻击强度+215；暴击等级+79；命中等级+67,攻击强度×1.0969；暴击等级×0.9186；命中等级×0.9306,5,721,576,1.0122,1,黄色,,0,471.30-708.19,2400,245.73,2673,,,51881,冰河之柱,264,2,10,17,无,,34898,森林之王的法杖,48935,4,146,70,
