entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字理论归一值,触发属性预算系数,绿字触发附加前归一值,绿字最终值,绿字最终随机系数,属性条数,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,触发法术ID,触发方式,触发效果类别,效果来源装等,效果来源物品ID,效果来源物品,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
104079,失落荣光·祭刃,武器,法系输出,2,15,21,主手武器,280,耐力+59；智力+81,法术强度+837；命中等级+64；急速等级+68,1.00（触发效果额外，不扣属性预算）,法术强度+837；命中等级+64；急速等级+68,法术强度+864；命中等级+69；急速等级+68,法术强度×1.0323；命中等级×1.0781；急速等级×1.0000,5,2,红色,黄色,0,129.88-411.30,1800,150.33,,,64742,1,法术强度,226,45490,潘多拉的恳求,46980,狂乱之刃,258,2,15,21,无,,32269,命运的信使,47605,4,141,70,
104080,苍白月色袖剑,武器,治疗,2,15,21,主手武器,280,耐力+77；智力+77；精神+68,法术强度+858；暴击等级+51,1.00（触发效果额外，不扣属性预算）,法术强度+858；暴击等级+51,法术强度+909；暴击等级+46,法术强度×1.0594；暴击等级×0.9020,5,2,蓝色,黄色,0,146.64-424.55,1800,158.66,,,64738,1,法力回复,239,45535,信仰的证明,50608,冰封骨针,277,2,15,21,无,,32044,残酷角斗士的军刺,42380,4,136,70,
104081,奥杜尔的霜原孤歌,武器,治疗,2,15,21,主手武器,280,耐力+78；智力+69,法术强度+851；每5秒法力回复+32；急速等级+58,1.00（触发效果额外，不扣属性预算）,法术强度+851；每5秒法力回复+32；急速等级+58,法术强度+869；每5秒法力回复+31；急速等级+55,法术强度×1.0212；每5秒法力回复×0.9688；急速等级×0.9483,5,1,黄色,,0,129.23-410.56,1800,149.94,,,,,,,,,51910,午夜之阳,264,2,15,21,无,,32053,残酷角斗士的法术之刃,67267,4,136,70,
104082,袖剑·远古誓言,武器,治疗,2,15,21,主手武器,280,智力+83；耐力+56,暴击等级+65；法术强度+840；每5秒法力回复+41,1.00（触发效果额外，不扣属性预算）,暴击等级+65；法术强度+840；每5秒法力回复+41,暴击等级+62；法术强度+921；每5秒法力回复+44,暴击等级×0.9538；法术强度×1.0964；每5秒法力回复×1.0732,5,1,红色,,0,108.64-347.36,1500,152.00,,,,,,,,,49494,砺亮的秘法之牙,245,2,15,21,无,,29962,剃心者,42179,4,134,70,
104083,永恒之眼的永恒征途,武器,敏捷输出,2,15,22,副手武器,280,敏捷+86；耐力+80,攻击强度+103；暴击等级+54；急速等级+53,1.00（触发效果额外，不扣属性预算）,攻击强度+103；暴击等级+54；急速等级+53,攻击强度+94；暴击等级+55；急速等级+57,攻击强度×0.9126；暴击等级×1.0185；急速等级×1.0755,5,0,,,0,366.98-551.60,1800,255.16,,,64786,1,急速等级,239,45609,彗星之痕,50016,解骨,264,2,15,13,无,,33298,徘徊者的利刃,47127,4,132,70,
104084,短刃·不灭烽火,武器,敏捷输出,2,15,22,副手武器,280,敏捷+78；耐力+81,攻击强度+97；暴击等级+62；护甲穿透等级+40,1.00（触发效果额外，不扣属性预算）,攻击强度+97；暴击等级+62；护甲穿透等级+40,攻击强度+101；暴击等级+58；护甲穿透等级+42,攻击强度×1.0412；暴击等级×0.9355；护甲穿透等级×1.0500,5,2,黄色,蓝色,0,284.79-428.37,1400,254.70,,,64792,1,攻击强度,226,45522,古神之血,47416,冥河碎刃短刀,258,2,15,13,无,,33354,瓦布的妖术诅咒之刃,46982,4,132,70,
104085,短刃·凛冬余威,武器,敏捷输出,2,15,22,副手武器,280,敏捷+72；耐力+81,攻击强度+108；暴击等级+46；急速等级+54,1.00（触发效果额外，不扣属性预算）,攻击强度+108；暴击等级+46；急速等级+54,攻击强度+102；暴击等级+50；急速等级+58,攻击强度×0.9444；暴击等级×1.0870；急速等级×1.0741,5,0,,,0,369.89-555.31,1800,257.00,,,65020,1,护甲穿透,226,45931,雷神符石,50736,天堂陨落，万千谎言之刃,284,2,15,13,无,,33389,邪恶魔精匕首,46986,4,132,70,
104086,静潮·飞刀,武器,敏捷输出,2,16,25,投掷武器,280,敏捷+63；耐力+59,攻击强度+76；暴击等级+40；急速等级+39,1.00（触发效果额外，不扣属性预算）,攻击强度+76；暴击等级+40；急速等级+39,攻击强度+83；暴击等级+38；急速等级+36,攻击强度×1.0921；暴击等级×0.9500；急速等级×0.9231,5,0,,,0,476.07-715.23,1800,330.92,,,65025,1,暴击等级,226,46038,黑暗物质,50474,弹片之星,264,2,16,25,无,,30025,毒蛇神殿飞镖,38370,4,134,70,
104087,失落荣光·飞斧,武器,敏捷输出,2,16,25,投掷武器,280,敏捷+67；耐力+54,攻击强度+77；暴击等级+41；命中等级+37,1.00（触发效果额外，不扣属性预算）,攻击强度+77；暴击等级+41；命中等级+37,攻击强度+81；暴击等级+42；命中等级+38,攻击强度×1.0519；暴击等级×1.0244；命中等级×1.0270,5,1,黄色,,0,473.70-711.79,1800,329.30,,,71404,1,护甲穿透,232,50198,钉壳毒蝎,50999,格拉斯的玩具刀,251,2,16,25,无,,28826,否决飞镖,43543,4,125,70,
104088,潜踪投掷斧,武器,敏捷输出,2,16,25,投掷武器,280,敏捷+54；耐力+53,攻击强度+80；暴击等级+33；命中等级+36,1.00（触发效果额外，不扣属性预算）,攻击强度+80；暴击等级+33；命中等级+36,攻击强度+88；暴击等级+32；命中等级+35,攻击强度×1.1000；暴击等级×0.9697；命中等级×0.9722,5,1,蓝色,,0,476.07-715.23,1800,330.92,,,64786,1,急速等级,239,45609,彗星之痕,51880,古鲁斯的生魂小刀,264,2,16,25,无,,28659,萨维安飞刀,45739,4,115,70,
104089,夜幕之惊雷,武器,敏捷输出,2,18,26,远程武器,280,敏捷+57；耐力+60,攻击强度+72；暴击等级+42；急速等级+24,1.00（触发效果额外，不扣属性预算）,攻击强度+72；暴击等级+42；急速等级+24,攻击强度+78；暴击等级+41；急速等级+26,攻击强度×1.0833；暴击等级×0.9762；急速等级×1.0833,5,1,红色,,0,741.64-1040.04,2900,307.19,,,64792,1,攻击强度,226,45522,古神之血,47975,巴尔古的重弩,245,2,18,26,无,,31986,残酷角斗士的凤凰之弩,42385,4,136,70,
104090,潜踪连弩,武器,敏捷输出,2,18,26,远程武器,280,敏捷+61；耐力+52,攻击强度+65；暴击等级+31；护甲穿透等级+39,1.00（触发效果额外，不扣属性预算）,攻击强度+65；暴击等级+31；护甲穿透等级+39,攻击强度+60；暴击等级+30；护甲穿透等级+41,攻击强度×0.9231；暴击等级×0.9677；护甲穿透等级×1.0513,5,2,黄色,蓝色,0,750.18-1036.17,3000,297.73,,,65020,1,护甲穿透,226,45931,雷神符石,51940,风行者之寻心者,271,2,18,26,无,,28504,钢鹰强弩,41421,4,115,70,
104091,黎明赞歌强弩,武器,敏捷输出,2,18,26,远程武器,280,敏捷+73；耐力+46,攻击强度+80；暴击等级+32；命中等级+45,1.00（触发效果额外，不扣属性预算）,攻击强度+80；暴击等级+32；命中等级+45,攻击强度+80；暴击等级+33；命中等级+42,攻击强度×1.0000；暴击等级×1.0312；命中等级×0.9333,5,2,蓝色,红色,0,771.28-1093.76,3000,310.84,,,65025,1,暴击等级,226,46038,黑暗物质,50262,邪冰重弩,232,2,18,26,无,,32187,Chancellor's Heavy Crossbow,42084,4,105,70,
104092,幽影·连弩,武器,敏捷输出,2,18,26,远程武器,280,敏捷+54；耐力+59,攻击强度+57；急速等级+38；护甲穿透等级+38,1.00（触发效果额外，不扣属性预算）,攻击强度+57；急速等级+38；护甲穿透等级+38,攻击强度+59；急速等级+35；护甲穿透等级+41,攻击强度×1.0351；急速等级×0.9211；护甲穿透等级×1.0789,5,0,,,0,711.92-989.62,2800,303.85,,,,,,,,,46995,利爪之击,258,2,18,26,无,,32645,晶化强弩,45154,4,100,70,
104093,荒野猎手守护魔棒,武器,法系输出,2,19,26,远程武器,280,耐力+45；智力+45,法术强度+60；暴击等级+39；急速等级+31,1.00（触发效果额外，不扣属性预算）,法术强度+60；暴击等级+39；急速等级+31,法术强度+60；暴击等级+36；急速等级+30,法术强度×1.0000；暴击等级×0.9231；急速等级×0.9677,5,1,黄色,,0,593.28-1101.67,1800,470.82,,,64714,1,法术强度,239,45518,天堂之焰,50684,贯体之刺,277,2,19,26,无,,28783,艾瑞达湮灭魔杖,43915,4,125,70,
104094,暮光审判官之深空,武器,法系输出,2,19,26,远程武器,280,耐力+52；智力+44,暴击等级+35；命中等级+44；法术强度+67,1.00（触发效果额外，不扣属性预算）,暴击等级+35；命中等级+44；法术强度+67,暴击等级+35；命中等级+41；法术强度+68,暴击等级×1.0000；命中等级×0.9318；法术强度×1.0149,5,0,,,0,693.89-1290.08,2100,472.37,,,64742,1,法术强度,226,45490,潘多拉的恳求,50291,碎魂者,232,2,19,26,无,,28588,蓝钻魔杖,43491,4,115,70,
104095,长夜魔棒,武器,法系输出,2,19,26,远程武器,280,耐力+56；智力+42,命中等级+44；急速等级+32；法术强度+68,1.00（触发效果额外，不扣属性预算）,命中等级+44；急速等级+32；法术强度+68,命中等级+43；急速等级+32；法术强度+66,命中等级×0.9773；急速等级×1.0000；法术强度×0.9706,5,0,,,0,624.83-1161.29,1900,470.03,,,64714,1,法术强度,239,45518,天堂之焰,51326,血红宝石魔杖,251,2,19,26,无,,28673,提瑞斯法支配魔杖,43916,4,115,70,
104096,暮光审判官的魔杖,武器,法系输出,2,19,26,远程武器,280,耐力+44；智力+46；精神+39,法术强度+68；命中等级+40,1.00（触发效果额外，不扣属性预算）,法术强度+68；命中等级+40,法术强度+71；命中等级+42,法术强度×1.0441；命中等级×1.0500,5,2,黄色,蓝色,0,592.57-1101.79,1800,470.66,,,64742,1,法术强度,226,45490,潘多拉的恳求,47658,硫磺燃杖,245,2,19,26,无,,29350,黑色茎杆,35262,4,110,70,
104097,北风苔原之短杖,武器,治疗,2,19,26,远程武器,280,耐力+45；智力+45；精神+31,法术强度+60；暴击等级+39,1.00（触发效果额外，不扣属性预算）,法术强度+60；暴击等级+39,法术强度+54；暴击等级+40,法术强度×0.9000；暴击等级×1.0256,5,2,蓝色,黄色,0,593.28-1101.67,1800,470.82,,,65002,1,法力回复,226,45929,西芙的记忆,50631,梦魇终结,277,2,19,26,无,,22821,厄运之指,35263,4,92,60,
104098,月泉之惊雷,武器,治疗,2,19,26,远程武器,280,耐力+56；智力+41；精神+43,暴击等级+23；法术强度+59,1.00（触发效果额外，不扣属性预算）,暴击等级+23；法术强度+59,暴击等级+22；法术强度+56,暴击等级×0.9565；法术强度×0.9492,5,1,黄色,,0,723.28-1343.88,2200,469.81,,,,,,,,,51838,兰娜瑟尔的染血之指,264,2,19,26,无,,20335,90 Epic Frost Wand,28828,4,90,60,
104099,冰冠新生魔杖,武器,治疗,2,19,26,远程武器,280,耐力+45；智力+46；精神+40,法术强度+69；暴击等级+40,1.00（触发效果额外，不扣属性预算）,法术强度+69；暴击等级+40,法术强度+75；暴击等级+42,法术强度×1.0870；暴击等级×1.0500,5,1,红色,,0,591.26-1100.15,1800,469.84,,,71567,1,治疗回蓝,232,50260,消融之雪,50472,梦魇终结者,264,2,19,26,无,,21603,其拉贵族魔杖,34198,4,78,60,
104100,魔棒·长夜,武器,治疗,2,19,26,远程武器,280,耐力+56；智力+42；精神+44,暴击等级+33；法术强度+68,1.00（触发效果额外，不扣属性预算）,暴击等级+33；法术强度+68,暴击等级+36；法术强度+66,暴击等级×1.0909；法术强度×0.9706,5,0,,,0,723.16-1344.26,2200,469.87,,,64738,1,法力回复,239,45535,信仰的证明,51553,兰娜瑟尔的染血之指,251,2,19,26,无,,19367,巨龙之触,32774,4,75,60,
104101,面甲·惊雷,护甲,法系输出,4,1,1,头部,280,耐力+143；智力+143,法术强度+191；暴击等级+126；急速等级+100,1.00（触发效果额外，不扣属性预算）,法术强度+191；暴击等级+126；急速等级+100,法术强度+198；暴击等级+116；急速等级+93,法术强度×1.0366；暴击等级×0.9206；急速等级×0.9300,5,3,混沌,蓝色,0,,,,303,,,,,,,,51281,神圣血法罩帽,277,4,1,1,无,,32329,仁慈兜帽,47433,4,141,70,蓝色
104102,幻光回响围带,护甲,法系输出,4,1,6,腰部,280,耐力+106；智力+106,法术强度+144；暴击等级+76；急速等级+92,1.00（触发效果额外，不扣属性预算）,法术强度+144；暴击等级+76；急速等级+92,法术强度+144；暴击等级+71；急速等级+94,法术强度×1.0000；暴击等级×0.9342；急速等级×1.0217,5,2,黄色,蓝色,0,,,,210,,,,,,,,50613,破碎冷魂腰带,277,4,1,6,无,,32390,灵魂卫士束带,44824,4,130,70,
104103,符文护臂,护甲,法系输出,4,1,9,腕部,280,耐力+80；智力+81,法术强度+110；命中等级+54；暴击等级+71,1.00（触发效果额外，不扣属性预算）,法术强度+110；命中等级+54；暴击等级+71,法术强度+102；命中等级+55；暴击等级+71,法术强度×0.9273；命中等级×1.0185；暴击等级×1.0000,5,1,蓝色,,0,,,,162,,,,,,,,47143,黑暗精粹护腕,258,4,1,9,无,,32516,净化裹腕,40490,4,128,70,
104104,衬肩·不灭烽火,护甲,法系输出,4,2,3,肩部,280,耐力+106；智力+106,法术强度+154；暴击等级+93；急速等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+154；暴击等级+93；急速等级+84,法术强度+142；暴击等级+93；急速等级+82,法术强度×0.9221；暴击等级×1.0000；急速等级×0.9762,5,2,蓝色,红色,0,,,,526,,,,,,,,51292,神圣树纹衬肩,277,4,2,3,无,,34613,银月侍从护肩,48173,4,125,70,
104105,苍穹王座星界腿甲,护甲,法系输出,4,2,7,腿部,280,耐力+143；智力+145；精神+126,法术强度+186；急速等级+96,1.00（触发效果额外，不扣属性预算）,法术强度+186；急速等级+96,法术强度+194；急速等级+95,法术强度×1.0430；急速等级×0.9896,5,1,红色,,0,,,,610,,,,,,,,50041,天谴碎块缝合护腿,264,4,2,7,无,,33552,疾速恢复短裤,47049,4,128,70,
104106,龙骨荒野时流战拳,护甲,法系输出,4,2,10,手部,280,耐力+107；智力+108；精神+94,法术强度+140；急速等级+73,1.00（触发效果额外，不扣属性预算）,法术强度+140；急速等级+73,法术强度+141；急速等级+76,法术强度×1.0071；急速等级×1.0411,5,1,红色,,0,,,,436,,,,,,,,49979,融雪手甲,264,4,2,10,无,,28776,谎言之舌手套,43523,4,125,70,
104107,苍穹唤醒战袍,护甲,法系输出,4,3,20,胸部,280,耐力+143；智力+147,法术强度+189；急速等级+110；命中等级+116,1.00（触发效果额外，不扣属性预算）,法术强度+189；急速等级+110；命中等级+116,法术强度+204；急速等级+107；命中等级+111,法术强度×1.0794；急速等级×0.9727；命中等级×0.9569,5,2,黄色,蓝色,0,,,,1532,,,,,,,,48335,萨尔的凯旋胸铠,245,4,3,5,无,,29921,火焰纹章胸铠,46088,4,128,70,
104108,时流足具,护甲,法系输出,4,3,8,脚部,280,耐力+106；智力+107,法术强度+138；暴击等级+94；急速等级+72,1.00（触发效果额外，不扣属性预算）,法术强度+138；暴击等级+94；急速等级+72,法术强度+150；暴击等级+91；急速等级+70,法术强度×1.0870；暴击等级×0.9681；急速等级×0.9722,5,1,黄色,,0,,,,1061,,,,,,,,53119,分生长靴,258,4,3,8,无,,28746,斩魔者之靴,42331,4,115,70,
104109,霜原孤歌肩卫,护甲,法系输出,4,4,3,肩部,280,耐力+106；智力+107,法术强度+150；暴击等级+94；急速等级+82,1.00（触发效果额外，不扣属性预算）,法术强度+150；暴击等级+94；急速等级+82,法术强度+141；暴击等级+89；急速等级+77,法术强度×0.9400；暴击等级×0.9468；急速等级×0.9390,5,2,黄色,蓝色,0,,,,2069,,,,,,,,48585,莉亚德琳的凯旋护肩,258,4,4,3,无,,32157,Chancellor's Lamellar Shoulders,38296,4,105,70,
104110,风暴峭壁之腿铠,护甲,法系输出,4,4,7,腿部,280,耐力+143；智力+145,法术强度+183；暴击等级+109；急速等级+110,1.00（触发效果额外，不扣属性预算）,法术强度+183；暴击等级+109；急速等级+110,法术强度+169；暴击等级+103；急速等级+109,法术强度×0.9235；暴击等级×0.9450；急速等级×0.9909,5,2,黄色,蓝色,0,,,,2413,,,,,,,,47067,陨落圣光腿铠,258,4,4,7,无,,31367,野性卫士护腿,43907,4,115,70,
104111,风暴峭壁之裹手,护甲,法系输出,4,4,10,手部,280,耐力+107；智力+108,法术强度+140；暴击等级+93；急速等级+73,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+93；急速等级+73,法术强度+149；暴击等级+95；急速等级+74,法术强度×1.0643；暴击等级×1.0215；急速等级×1.0137,5,0,,,0,,,,1728,,,,,,,,50976,白炽护手,264,4,4,10,无,,43070,神圣的亡灵毁灭护手,54460,4,115,70,
104112,圣光法衣,护甲,治疗,4,1,20,胸部,280,耐力+143；智力+145；精神+117,法术强度+183；急速等级+103,1.00（触发效果额外，不扣属性预算）,法术强度+183；急速等级+103,法术强度+175；急速等级+102,法术强度×0.9563；急速等级×0.9903,5,1,黄色,,0,,,,370,,,,,,,,47425,晋升罗袍,258,4,1,20,无,,32340,节制长袍,45714,4,141,70,
104113,远古誓言胫甲,护甲,治疗,4,1,8,脚部,280,耐力+107；智力+108；精神+75,法术强度+140；暴击等级+93,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+93,法术强度+142；暴击等级+88,法术强度×1.0143；暴击等级×0.9462,5,1,红色,,0,,,,255,,,,,,,,51850,白凶长靴,264,4,1,8,无,,32787,老兵的鬼纹软靴,46064,4,136,70,
104114,先知之黎明,护甲,治疗,4,2,1,头部,280,耐力+161；智力+120；精神+82,急速等级+123；法术强度+180,1.00（触发效果额外，不扣属性预算）,急速等级+123；法术强度+180,急速等级+115；法术强度+192,急速等级×0.9350；法术强度×1.0667,5,2,混沌,蓝色,0,,,,572,,,,,,,,45864,守护者的罩帽,225,4,2,1,无,,29044,虚空刀锋面具,45810,4,120,70,
